fold,id,month,sector_id,target,prediction,fold_score
1,2023 Jan_sector 1,2023-01-01,1,18283.33,24134.64944301398,0.7824331453661155
1,2023 Jan_sector 2,2023-01-01,2,11523.2,11343.174616814478,0.7824331453661155
1,2023 Jan_sector 3,2023-01-01,3,7040.31,9342.864239491362,0.7824331453661155
1,2023 Jan_sector 4,2023-01-01,4,25030.07,29168.987929352348,0.7824331453661155
1,2023 Jan_sector 5,2023-01-01,5,0.0,330.2681997725558,0.7824331453661155
1,2023 Jan_sector 6,2023-01-01,6,10160.01,10155.296941724435,0.7824331453661155
1,2023 Jan_sector 7,2023-01-01,7,3262.41,5488.259991199808,0.7824331453661155
1,2023 Jan_sector 8,2023-01-01,8,3640.51,6045.421189753346,0.7824331453661155
1,2023 Jan_sector 9,2023-01-01,9,12819.83,16458.54984357101,0.7824331453661155
1,2023 Jan_sector 10,2023-01-01,10,19229.37,24738.309526524037,0.7824331453661155
1,2023 Jan_sector 11,2023-01-01,11,3556.13,4940.356870907821,0.7824331453661155
1,2023 Jan_sector 12,2023-01-01,12,0.0,-216.61531588401704,0.7824331453661155
1,2023 Jan_sector 13,2023-01-01,13,7100.54,9263.084800046454,0.7824331453661155
1,2023 Jan_sector 14,2023-01-01,14,7450.72,6840.152749747052,0.7824331453661155
1,2023 Jan_sector 15,2023-01-01,15,30220.76,36701.13007254159,0.7824331453661155
1,2023 Jan_sector 16,2023-01-01,16,24087.85,28568.05202154558,0.7824331453661155
1,2023 Jan_sector 17,2023-01-01,17,4680.15,6434.313470087545,0.7824331453661155
1,2023 Jan_sector 18,2023-01-01,18,19964.47,22644.857991105517,0.7824331453661155
1,2023 Jan_sector 19,2023-01-01,19,309.7,-777.0763348540022,0.7824331453661155
1,2023 Jan_sector 20,2023-01-01,20,8708.13,11707.06106082975,0.7824331453661155
1,2023 Jan_sector 21,2023-01-01,21,6213.58,5428.265262863792,0.7824331453661155
1,2023 Jan_sector 22,2023-01-01,22,10780.91,14251.627183333374,0.7824331453661155
1,2023 Jan_sector 23,2023-01-01,23,37954.55,46136.23838538864,0.7824331453661155
1,2023 Jan_sector 24,2023-01-01,24,14889.05,18680.39645052517,0.7824331453661155
1,2023 Jan_sector 25,2023-01-01,25,17327.6,20454.678657817014,0.7824331453661155
1,2023 Jan_sector 26,2023-01-01,26,8735.96,13409.382556822964,0.7824331453661155
1,2023 Jan_sector 27,2023-01-01,27,2259.38,2560.6603477830395,0.7824331453661155
1,2023 Jan_sector 28,2023-01-01,28,63140.71,70795.79060257436,0.7824331453661155
1,2023 Jan_sector 29,2023-01-01,29,16185.63,23300.31855700674,0.7824331453661155
1,2023 Jan_sector 30,2023-01-01,30,22144.52,25637.239392670548,0.7824331453661155
1,2023 Jan_sector 31,2023-01-01,31,10369.25,10842.869560309682,0.7824331453661155
1,2023 Jan_sector 32,2023-01-01,32,555116.69,399658.2603695866,0.7824331453661155
1,2023 Jan_sector 33,2023-01-01,33,659.01,742.2990388201579,0.7824331453661155
1,2023 Jan_sector 34,2023-01-01,34,4707.72,7655.777268866677,0.7824331453661155
1,2023 Jan_sector 35,2023-01-01,35,3610.68,4179.054521782633,0.7824331453661155
1,2023 Jan_sector 36,2023-01-01,36,29527.62,33298.28633059557,0.7824331453661155
1,2023 Jan_sector 37,2023-01-01,37,4142.11,5280.535066614255,0.7824331453661155
1,2023 Jan_sector 38,2023-01-01,38,33855.54,41838.72772816663,0.7824331453661155
1,2023 Jan_sector 39,2023-01-01,39,0.0,-155.3582768493725,0.7824331453661155
1,2023 Jan_sector 40,2023-01-01,40,0.0,816.2071121531553,0.7824331453661155
1,2023 Jan_sector 41,2023-01-01,41,0.0,304.47236549450827,0.7824331453661155
1,2023 Jan_sector 42,2023-01-01,42,7556.8,8048.213496760087,0.7824331453661155
1,2023 Jan_sector 43,2023-01-01,43,12953.47,16429.826224678873,0.7824331453661155
1,2023 Jan_sector 44,2023-01-01,44,9765.9,11217.785013118668,0.7824331453661155
1,2023 Jan_sector 45,2023-01-01,45,18707.91,23363.37057276219,0.7824331453661155
1,2023 Jan_sector 46,2023-01-01,46,5027.4,5220.981681074121,0.7824331453661155
1,2023 Jan_sector 47,2023-01-01,47,14225.04,14085.553464916322,0.7824331453661155
1,2023 Jan_sector 48,2023-01-01,48,8685.6,13718.626911576845,0.7824331453661155
1,2023 Jan_sector 49,2023-01-01,49,0.0,-117.56303201436458,0.7824331453661155
1,2023 Jan_sector 50,2023-01-01,50,11709.23,10115.00531392041,0.7824331453661155
1,2023 Jan_sector 51,2023-01-01,51,5446.99,7906.0983090079535,0.7824331453661155
1,2023 Jan_sector 52,2023-01-01,52,0.0,507.2604384686929,0.7824331453661155
1,2023 Jan_sector 53,2023-01-01,53,0.0,818.4813699299048,0.7824331453661155
1,2023 Jan_sector 54,2023-01-01,54,36911.43,48082.04759300171,0.7824331453661155
1,2023 Jan_sector 55,2023-01-01,55,65327.86,86860.4003480283,0.7824331453661155
1,2023 Jan_sector 56,2023-01-01,56,1309.98,1581.8525897737964,0.7824331453661155
1,2023 Jan_sector 57,2023-01-01,57,13048.45,14898.024792109001,0.7824331453661155
1,2023 Jan_sector 58,2023-01-01,58,0.0,-169.22719845119718,0.7824331453661155
1,2023 Jan_sector 59,2023-01-01,59,4864.8,7111.565128205082,0.7824331453661155
1,2023 Jan_sector 60,2023-01-01,60,12701.24,14083.03020980438,0.7824331453661155
1,2023 Jan_sector 61,2023-01-01,61,30896.63,35796.08819491531,0.7824331453661155
1,2023 Jan_sector 62,2023-01-01,62,8926.59,12968.748739488077,0.7824331453661155
1,2023 Jan_sector 63,2023-01-01,63,3661.78,3905.9355423757406,0.7824331453661155
1,2023 Jan_sector 64,2023-01-01,64,10228.79,14223.948599388246,0.7824331453661155
1,2023 Jan_sector 65,2023-01-01,65,5879.77,7786.1354376111485,0.7824331453661155
1,2023 Jan_sector 66,2023-01-01,66,46384.18,57194.91862496924,0.7824331453661155
1,2023 Jan_sector 67,2023-01-01,67,2457.42,4074.3732187479945,0.7824331453661155
1,2023 Jan_sector 68,2023-01-01,68,17354.21,22292.954585493673,0.7824331453661155
1,2023 Jan_sector 69,2023-01-01,69,1038.09,1370.5352365422405,0.7824331453661155
1,2023 Jan_sector 70,2023-01-01,70,819.2,506.58537951406834,0.7824331453661155
1,2023 Jan_sector 71,2023-01-01,71,4944.71,5711.3455504163285,0.7824331453661155
1,2023 Jan_sector 72,2023-01-01,72,81.71,-979.8642553600657,0.7824331453661155
1,2023 Jan_sector 73,2023-01-01,73,2477.27,4091.2463007884107,0.7824331453661155
1,2023 Jan_sector 74,2023-01-01,74,0.0,636.5754062191627,0.7824331453661155
1,2023 Jan_sector 75,2023-01-01,75,753.75,1083.6112147991444,0.7824331453661155
